station_code,year,departement_code,total_passengers_over_the_year,simple_assistance,ramp_assistance,wheelchair_assistance,ramp_and_wheelchair_assistance,total_assistance,clusters,cluster
87111849,2020,77,2492919,1969,1914,1235,40,5158,0,light pink
87113001,2020,75,21580625,2748,1781,1439,52,6020,3,dark purple
87113209,2020,93,3862190,1,0,0,0,1,0,light pink
87113217,2020,93,8762930,2,74,0,0,76,0,light pink
87113407,2020,93,7412905,0,9,2,0,11,0,light pink
87113472,2020,93,4111461,1,0,0,0,1,0,light pink
87113514,2020,93,2469447,2,7,0,2,11,0,light pink
87113522,2020,93,1562549,0,194,0,0,194,0,light pink
87113696,2020,93,3206275,0,0,0,0,0,0,light pink
87113704,2020,93,2380920,0,3,0,0,3,0,light pink
87113712,2020,94,17692029,1,0,0,0,1,3,dark purple
87113746,2020,94,2091668,0,13,0,0,13,0,light pink
87113779,2020,94,1240481,0,12,0,0,12,0,light pink
87113795,2020,94,3664906,25,26,0,0,51,0,light pink
87113803,2020,93,423167,1,0,0,0,1,0,light pink
87116012,2020,77,436595,2,0,0,0,2,0,light pink
87116020,2020,77,1129670,1,4,0,0,5,0,light pink
87116038,2020,77,1913470,0,0,0,0,0,0,light pink
87116046,2020,77,2496908,0,2,0,0,2,0,light pink
87116087,2020,77,257580,0,0,0,0,0,0,light pink
87116095,2020,77,474881,1,0,1,0,2,0,light pink
87116103,2020,77,649234,6,52,17,0,75,0,light pink
87116111,2020,77,5503458,4,143,6,0,153,0,light pink
87116137,2020,77,368201,3,0,0,0,3,0,light pink
87116160,2020,77,301849,21,0,2,0,23,0,light pink
87116210,2020,77,961576,2,20,2,0,24,0,light pink
87116293,2020,77,892636,1,0,0,0,1,0,light pink
87116301,2020,77,640283,3,174,0,0,177,0,light pink
87116319,2020,77,1587104,1,6,0,0,7,0,light pink
87116327,2020,77,1069700,2,29,1,0,32,0,light pink
87116491,2020,77,229698,0,0,0,0,0,0,light pink
87116517,2020,77,833343,7,0,0,0,7,0,light pink
87116558,2020,77,329888,5,0,0,0,5,0,light pink
87116582,2020,02,955709,5,3,3,1,12,0,light pink
87116673,2020,02,72807,0,0,0,0,0,0,light pink
87118000,2020,10,674479,97,67,13,6,183,0,light pink
87118158,2020,10,223817,10,24,1,1,36,0,light pink
87141002,2020,54,5160489,2012,1190,480,17,3699,0,light pink
87141044,2020,54,184300,57,22,10,1,90,0,light pink
87141150,2020,54,651634,59,17,12,0,88,0,light pink
87141291,2020,88,47657,55,2,2,2,61,0,light pink
87141820,2020,54,714474,39,145,1,0,185,0,light pink
87142000,2020,52,217313,92,50,17,0,159,0,light pink
87142109,2020,57,258584,582,247,329,7,1165,0,light pink
87142125,2020,52,35598,87,7,22,0,116,0,light pink
87144006,2020,88,809109,514,120,27,2,663,0,light pink
87144014,2020,88,247485,52,48,10,1,111,0,light pink
87144055,2020,88,239565,11,2,1,0,14,0,light pink
87144279,2020,88,42037,8,0,3,0,11,0,light pink
87144451,2020,88,170067,66,25,22,6,119,0,light pink
87147322,2020,55,142401,208,46,29,1,284,0,light pink
87164780,2020,93,3879984,9,110,0,1,120,0,light pink
87164798,2020,93,6700974,29,489,0,3,521,0,light pink
87171009,2020,51,2551210,959,312,148,5,1424,0,light pink
87171330,2020,51,168135,1,1,0,0,2,0,light pink
87171553,2020,51,479008,260,26,4,3,293,0,light pink
87171926,2020,51,564137,687,252,351,8,1298,0,light pink
87172007,2020,08,776821,413,348,71,3,835,0,light pink
87172080,2020,08,166336,0,1,0,0,1,0,light pink
87172130,2020,08,65458,0,5,2,0,7,0,light pink
87172254,2020,08,208443,66,26,14,0,106,0,light pink
87172270,2020,08,226047,12,316,0,2,330,0,light pink
87174003,2020,51,468771,85,56,19,1,161,0,light pink
87174276,2020,51,110464,17,13,5,0,35,0,light pink
87175000,2020,52,119594,15,92,2,0,109,0,light pink
87175042,2020,55,279951,97,302,7,1,407,0,light pink
87175091,2020,52,39873,4,95,0,0,99,0,light pink
87175257,2020,55,118638,21,12,0,0,33,0,light pink
87175778,2020,55,122580,18,5,0,0,23,0,light pink
87182014,2020,68,2566878,392,443,154,10,999,0,light pink
87182063,2020,68,3408899,1056,471,252,13,1792,0,light pink
87182139,2020,68,872620,19,41,6,1,67,0,light pink
87184002,2020,90,775926,193,233,4,0,430,0,light pink
87184523,2020,25,397874,40,228,0,3,271,0,light pink
87185009,2020,70,161860,49,8,3,0,60,0,light pink
87191007,2020,57,1940743,287,141,65,2,495,0,light pink
87191114,2020,57,698366,51,3,3,0,57,0,light pink
87192039,2020,57,4687126,1051,666,282,4,2003,0,light pink
87192666,2020,54,72011,2,2,0,0,4,0,light pink
87193003,2020,57,204729,59,106,17,3,185,0,light pink
87193250,2020,57,77404,6,2,0,0,8,0,light pink
87193318,2020,57,150433,6,23,4,0,33,0,light pink
87193615,2020,57,321471,33,29,3,0,65,0,light pink
87194001,2020,54,309513,22,9,10,0,41,0,light pink
87194274,2020,54,38069,52,4,0,0,56,0,light pink
87212027,2020,67,13049946,2909,1752,1290,44,5995,3,dark purple
87212225,2020,67,944195,100,21,8,0,129,0,light pink
87213058,2020,67,1316770,28,9,6,0,43,0,light pink
87213611,2020,67,495341,9,0,0,0,9,0,light pink
87214056,2020,67,1572364,65,193,15,2,275,0,light pink
87214148,2020,67,399673,1,1,0,0,2,0,light pink
87214577,2020,67,1221223,15,8,1,0,24,0,light pink
87215012,2020,57,495281,45,26,17,9,97,0,light pink
87223263,2020,59,3303176,2848,1565,1881,104,6398,0,light pink
87271007,2020,75,92233317,3640,2518,3176,78,9412,2,purple
87271015,2020,93,16128368,9,0,0,0,9,3,dark purple
87271122,2020,93,5582345,1,1,0,0,2,0,light pink
87271148,2020,93,1979635,1,0,0,0,1,0,light pink
87271163,2020,93,4800915,1,10,0,1,12,0,light pink
87271171,2020,95,1355505,6,1,0,0,7,0,light pink
87271205,2020,92,563830,5,0,0,0,5,0,light pink
87271247,2020,93,207533,0,0,0,0,0,0,light pink
87271304,2020,93,7295836,19,139,0,1,159,0,light pink
87271395,2020,93,10732512,8,183,1,0,192,0,light pink
87271403,2020,93,3993399,2,43,3,0,48,0,light pink
87271411,2020,93,12900964,30,173,1,3,207,3,dark purple
87271429,2020,93,2632823,2,28,0,1,31,0,light pink
87271437,2020,93,3831144,16,36,146,3,201,0,light pink
87271445,2020,93,4159740,15,55,1,3,74,0,light pink
87271452,2020,93,1325500,6,1,0,0,7,0,light pink
87271460,2020,93,2177954,3,11,3,0,17,0,light pink
87271478,2020,93,2040928,3,10,1,1,15,0,light pink
87271486,2020,93,1010255,1,5,0,0,6,0,light pink
87271494,2020,95,5011999,1476,816,2190,39,4521,0,light pink
87271510,2020,77,2035390,17,8,154,2,181,0,light pink
87271528,2020,77,1404440,6,14,0,0,20,0,light pink
87271551,2020,60,378693,0,0,0,0,0,0,light pink
87271593,2020,60,1064830,2,0,0,0,2,0,light pink
87271734,2020,02,253080,2,0,2,1,5,0,light pink
87271817,2020,02,418188,23,16,9,5,53,0,light pink
87272146,2020,92,1229850,0,0,0,0,0,0,light pink
87276006,2020,60,3384293,49,53,14,0,116,0,light pink
87276022,2020,95,3316445,23,54,1,0,78,0,light pink
87276030,2020,95,943277,0,0,0,0,0,0,light pink
87276055,2020,95,12240896,30,21,4,0,55,3,dark purple
87276063,2020,95,1248094,0,0,0,0,0,0,light pink
87276071,2020,95,3109665,0,0,0,0,0,0,light pink
87276089,2020,95,2474993,6,7,2,0,15,0,light pink
87276097,2020,95,853385,0,0,0,0,0,0,light pink
87276105,2020,95,815623,0,0,0,0,0,0,light pink
87276139,2020,95,4540241,71,0,0,0,71,0,light pink
87276170,2020,95,1243189,0,0,0,0,0,0,light pink
87276188,2020,95,1997420,0,162,0,0,162,0,light pink
87276196,2020,95,4696178,6,52,0,0,58,0,light pink
87276220,2020,95,3904492,3,0,0,0,3,0,light pink
87276238,2020,95,773295,0,0,0,0,0,0,light pink
87276246,2020,95,2643838,0,0,0,0,0,0,light pink
87276253,2020,95,919807,3,0,11,0,14,0,light pink
87276261,2020,95,911984,3,0,0,0,3,0,light pink
87276345,2020,95,891849,0,0,0,0,0,0,light pink
87276360,2020,95,537702,2,6,0,0,8,0,light pink
87276386,2020,95,1368690,15,12,0,0,27,0,light pink
87276394,2020,95,762769,24,0,0,0,24,0,light pink
87276436,2020,95,1238904,4,0,0,0,4,0,light pink
87276469,2020,95,1989555,6,0,0,0,6,0,light pink
87276485,2020,95,427733,3,2,0,0,5,0,light pink
87276493,2020,95,768419,2,2,0,0,4,0,light pink
87276527,2020,95,462888,0,0,0,0,0,0,light pink
87276535,2020,95,499320,0,0,0,0,0,0,light pink
87276543,2020,95,59979,0,0,0,0,0,0,light pink
87276568,2020,95,109940,0,0,0,0,0,0,light pink
87276576,2020,95,201311,0,0,0,0,0,0,light pink
87276584,2020,95,426707,0,0,0,0,0,0,light pink
87276592,2020,95,767868,0,0,0,0,0,0,light pink
87276600,2020,95,588790,1,3,0,0,4,0,light pink
87276626,2020,95,231976,0,0,0,0,0,0,light pink
87276634,2020,95,714243,0,0,0,0,0,0,light pink
87276642,2020,95,340303,0,0,0,0,0,0,light pink
87276667,2020,95,488175,0,0,0,0,0,0,light pink
87276675,2020,95,150619,0,0,0,0,0,0,light pink
87276691,2020,60,1495127,77,57,44,7,185,0,light pink
87276725,2020,60,461738,0,0,0,0,0,0,light pink
87276758,2020,95,207757,0,0,0,0,0,0,light pink
87281006,2020,59,1241973,579,885,139,7,1610,0,light pink
87281071,2020,62,415684,76,31,88,0,195,0,light pink
87281444,2020,62,622485,45,91,17,1,154,0,light pink
87281873,2020,75,13462720,34,164,2,2,202,3,dark purple
87281899,2020,75,10027494,8,51,1,3,63,0,light pink
87282624,2020,69,817489,33,48,6,2,89,0,light pink
87286005,2020,59,13906563,2990,2398,1358,43,6789,3,dark purple
87286146,2020,59,613551,123,139,1,0,263,0,light pink
87286302,2020,59,1218094,138,221,23,1,383,0,light pink
87286542,2020,59,425537,216,283,146,2,647,0,light pink
87295006,2020,59,337479,65,41,48,1,155,0,light pink
87295063,2020,02,70357,3,9,9,0,21,0,light pink
87295600,2020,59,451188,80,41,21,3,145,0,light pink
87296004,2020,02,774203,84,134,45,13,276,0,light pink
87296012,2020,02,525446,136,99,20,7,262,0,light pink
87296442,2020,02,367899,60,39,4,4,107,0,light pink
87300822,2020,90,360875,414,132,192,3,741,0,light pink
87300863,2020,25,349723,411,187,165,2,765,0,light pink
87313056,2020,80,273972,0,1,0,0,1,0,light pink
87313072,2020,80,347558,2,1,3,1,7,0,light pink
87313098,2020,80,105120,1,1,0,0,2,0,light pink
87313122,2020,80,95828,0,0,0,0,0,0,light pink
87313304,2020,60,709439,4,29,1,2,36,0,light pink
87313320,2020,80,120466,0,1,0,0,1,0,light pink
87313346,2020,80,116594,1,5,0,0,6,0,light pink
87313387,2020,60,35533,0,0,0,0,0,0,light pink
87313437,2020,80,137411,0,0,0,0,0,0,light pink
87313460,2020,80,81265,0,0,0,0,0,0,light pink
87313510,2020,60,988279,29,36,10,4,79,0,light pink
87313668,2020,60,585310,2,0,0,0,2,0,light pink
87313759,2020,60,32396,5,0,0,4,9,0,light pink
87313874,2020,80,3694011,394,537,110,25,1066,0,light pink
87313882,2020,80,197582,391,175,224,14,804,0,light pink
87317057,2020,62,177052,89,104,24,4,221,0,light pink
87317065,2020,62,268566,67,5,16,0,88,0,light pink
87317263,2020,62,757575,98,124,28,1,251,0,light pink
87317362,2020,80,505759,99,63,19,2,183,0,light pink
87317586,2020,62,568031,205,115,86,8,414,0,light pink
87318964,2020,84,2154016,2083,893,1738,23,4737,0,light pink
87319012,2020,13,2059068,1900,923,1475,29,4327,0,light pink
87324095,2020,86,74475,24,24,5,0,53,0,light pink
87328328,2020,75,11758713,10,29,2,0,41,3,dark purple
87334482,2020,95,1439226,0,2,0,0,2,0,light pink
87337980,2020,95,1028954,1,46,0,0,47,0,light pink
87342006,2020,62,1134785,106,129,39,5,279,0,light pink
87342014,2020,62,2622169,421,389,205,78,1093,0,light pink
87342337,2020,62,84539,3,12,1,2,18,0,light pink
87343004,2020,59,2034249,241,274,97,6,618,0,light pink
87345009,2020,59,1960495,223,317,100,6,646,0,light pink
87345025,2020,62,995465,141,130,37,4,312,0,light pink
87345520,2020,59,464567,59,66,13,0,138,0,light pink
87381012,2020,75,1599075,0,1,0,0,1,0,light pink
87381020,2020,75,2230261,1,0,0,0,1,0,light pink
87381038,2020,75,634456,0,0,0,0,0,0,light pink
87381046,2020,75,436310,0,0,0,0,0,0,light pink
87381079,2020,92,1956992,0,2,0,0,2,0,light pink
87381087,2020,92,2242945,1,512,2,1,516,0,light pink
87381095,2020,92,1211425,1,7,0,0,8,0,light pink
87381111,2020,75,3309895,0,0,0,0,0,0,light pink
87381129,2020,92,4471252,1,11,1,0,13,0,light pink
87381137,2020,92,8693940,5,60,0,0,65,0,light pink
87381145,2020,95,184327,1,0,0,0,1,0,light pink
87381152,2020,95,88484,0,0,0,0,0,0,light pink
87381178,2020,95,53822,0,0,0,0,0,0,light pink
87381194,2020,95,61405,0,0,0,0,0,0,light pink
87381228,2020,60,177716,0,0,0,0,0,0,light pink
87381244,2020,27,439629,5,23,1,0,29,0,light pink
87381418,2020,95,439717,1,0,0,0,1,0,light pink
87381426,2020,95,278841,0,0,0,0,0,0,light pink
87381459,2020,78,2651640,14,41,1,1,57,0,light pink
87381475,2020,78,331726,0,0,0,0,0,0,light pink
87381483,2020,78,251355,0,0,0,0,0,0,light pink
87381491,2020,78,205140,0,0,0,0,0,0,light pink
87381509,2020,78,5533654,262,193,55,24,534,0,light pink
87381558,2020,78,144256,0,0,0,1,1,0,light pink
87381566,2020,78,186439,7,0,0,0,7,0,light pink
87381574,2020,78,139822,0,0,0,0,0,0,light pink
87381582,2020,78,359551,0,0,0,0,0,0,light pink
87381590,2020,78,469967,0,0,0,0,0,0,light pink
87381657,2020,78,1597517,11,19,1,0,31,0,light pink
87381798,2020,95,3403105,3,31,0,1,35,0,light pink
87381806,2020,78,236971,1,0,0,0,1,0,light pink
87381814,2020,78,154770,0,0,0,0,0,0,light pink
87381822,2020,78,198768,0,0,0,0,0,0,light pink
87381830,2020,78,279314,0,0,0,0,0,0,light pink
87381848,2020,95,8206484,21,0,0,0,21,0,light pink
87381863,2020,95,1878474,0,0,0,0,0,0,light pink
87381871,2020,95,412039,0,0,0,0,0,0,light pink
87381889,2020,95,1702962,0,0,0,0,0,0,light pink
87381897,2020,78,2347335,13,25,1,0,39,0,light pink
87381905,2020,95,5992100,18,220,7,2,247,0,light pink
87382002,2020,92,4409499,7,13,0,2,22,0,light pink
87382200,2020,92,1951449,1,1,0,0,2,0,light pink
87382218,2020,92,6688269,19,133,4,0,156,0,light pink
87382259,2020,92,932660,3,131,0,0,134,0,light pink
87382267,2020,92,937830,0,16,1,0,17,0,light pink
87382333,2020,92,849953,5,18,14,0,37,0,light pink
87382341,2020,92,775329,0,0,0,0,0,0,light pink
87382358,2020,92,4434121,12,81,6,0,99,0,light pink
87382366,2020,92,788261,0,0,0,0,0,0,light pink
87382374,2020,92,1546667,10,36,0,0,46,0,light pink
87382382,2020,92,1740529,1,0,0,0,1,0,light pink
87382432,2020,78,761361,2,5,0,0,7,0,light pink
87382440,2020,78,436970,0,0,0,0,0,0,light pink
87382457,2020,78,478388,0,1,0,0,1,0,light pink
87382465,2020,78,989390,5,4,0,0,9,0,light pink
87382473,2020,78,229738,0,0,0,0,0,0,light pink
87382481,2020,78,855984,0,0,0,0,0,0,light pink
87382499,2020,95,5544432,2,45,1,0,48,0,light pink
87382655,2020,95,3298015,8,71,0,1,80,0,light pink
87382861,2020,78,2039014,15,70,23,0,108,0,light pink
87382879,2020,78,748793,0,14,0,0,14,0,light pink
87382887,2020,78,999544,6,1,0,0,7,0,light pink
87383281,2020,91,46109,0,0,0,0,0,0,light pink
87384008,2020,75,114468385,4697,1983,1801,312,8793,2,purple
87386003,2020,92,1963825,0,14,0,2,16,0,light pink
87386052,2020,78,126513,0,0,0,0,0,0,light pink
87386300,2020,92,2124124,0,0,0,0,0,0,light pink
87386318,2020,92,95902,4,76,5,2,87,0,light pink
87386409,2020,78,7442169,4,97,2,2,105,0,light pink
87386417,2020,78,5493207,12,55,1,0,68,0,light pink
87386425,2020,78,4048033,11,81,0,2,94,0,light pink
87386573,2020,78,5232947,75,98,0,1,174,0,light pink
87386649,2020,78,285276,0,0,0,0,0,0,light pink
87386656,2020,78,1192386,3,2,1,0,6,0,light pink
87386664,2020,78,194818,4,28,0,0,32,0,light pink
87386680,2020,78,1739778,7,0,0,0,7,0,light pink
87386730,2020,78,988132,150,12,3,0,165,0,light pink
87386763,2020,78,430031,1,0,0,0,1,0,light pink
87387001,2020,27,693195,249,148,45,13,455,0,light pink
87391003,2020,75,32447396,12213,5888,11197,284,29582,3,dark purple
87391532,2020,92,662473,0,0,0,0,0,0,light pink
87391565,2020,92,931145,1,0,0,0,1,0,light pink
87393009,2020,78,12376593,207,34,82,4,327,3,dark purple
87393033,2020,75,4118025,2,0,0,0,2,0,light pink
87393041,2020,75,2258916,0,0,0,0,0,0,light pink
87393058,2020,75,1472021,8,0,0,0,8,0,light pink
87393066,2020,75,1839261,0,1,0,0,1,0,light pink
87393074,2020,92,1030188,0,0,0,0,0,0,light pink
87393082,2020,92,1222423,0,0,0,0,0,0,light pink
87393108,2020,92,510325,14,0,0,0,14,0,light pink
87393116,2020,92,561566,0,0,0,0,0,0,light pink
87393124,2020,92,1140032,0,0,0,0,0,0,light pink
87393157,2020,78,2886249,1,25,0,0,26,0,light pink
87393165,2020,78,398498,0,0,0,0,0,0,light pink
87393173,2020,92,538929,1,0,0,0,1,0,light pink
87393207,2020,92,504285,0,1,0,0,1,0,light pink
87393215,2020,78,2634272,0,0,0,0,0,0,light pink
87393223,2020,78,2275378,15,0,0,0,15,0,light pink
87393256,2020,78,1785924,6,0,0,0,6,0,light pink
87393280,2020,78,369081,0,0,0,0,0,0,light pink
87393298,2020,78,354142,0,0,0,0,0,0,light pink
87393306,2020,92,2303136,0,0,0,0,0,0,light pink
87393314,2020,78,2237887,10,3,3,1,17,0,light pink
87393322,2020,75,1365313,0,20,1,0,21,0,light pink
87393405,2020,78,1461947,4,0,0,0,4,0,light pink
87393413,2020,78,883515,0,0,0,0,0,0,light pink
87393421,2020,78,1425832,11,0,0,0,11,0,light pink
87393462,2020,78,366492,7,1,0,0,8,0,light pink
87393488,2020,28,919445,22,15,2,0,39,0,light pink
87393504,2020,78,66070,0,0,0,0,0,0,light pink
87393512,2020,78,308399,0,0,0,0,0,0,light pink
87393538,2020,78,144422,0,0,0,0,0,0,light pink
87393546,2020,91,172854,0,0,0,0,0,0,light pink
87393561,2020,91,175992,0,0,0,0,0,0,light pink
87393579,2020,91,635645,26,6,9,0,41,0,light pink
87393611,2020,91,136777,0,0,0,0,0,0,light pink
87393629,2020,78,474628,0,0,0,0,0,0,light pink
87393637,2020,91,343304,0,0,0,0,0,0,light pink
87393652,2020,91,138206,0,0,0,0,0,0,light pink
87393702,2020,91,1371156,1204,534,788,8,2534,0,light pink
87393835,2020,78,2197802,1,0,0,1,2,0,light pink
87393843,2020,78,4872956,11,0,0,0,11,0,light pink
87393892,2020,78,214672,0,50,2,0,52,0,light pink
87394007,2020,28,1994683,198,147,29,0,374,0,light pink
87394114,2020,28,1045524,1,12,3,0,16,0,light pink
87394130,2020,28,920336,11,0,0,0,11,0,light pink
87394148,2020,28,124256,0,0,0,0,0,0,light pink
87394155,2020,28,76843,1,0,0,0,1,0,light pink
87394171,2020,28,68967,0,0,0,0,0,0,light pink
87394221,2020,28,246509,0,43,0,0,43,0,light pink
87394254,2020,28,319998,10,5,1,0,16,0,light pink
87394288,2020,61,15963,0,0,0,0,0,0,light pink
87394296,2020,28,376474,81,42,7,0,130,0,light pink
87394411,2020,28,67661,0,0,0,0,0,0,light pink
87394437,2020,28,152054,0,0,0,0,0,0,light pink
87394452,2020,28,64559,2,0,0,0,2,0,light pink
87396002,2020,72,2781897,2822,1099,936,47,4904,0,light pink
87396234,2020,72,57135,18,12,27,0,57,0,light pink
87396408,2020,72,330700,297,93,36,1,427,0,light pink
87396606,2020,72,81240,47,3,4,0,54,0,light pink
87411017,2020,76,4070897,916,597,403,53,1969,0,light pink
87413013,2020,76,1170571,299,308,198,40,845,0,light pink
87413344,2020,76,393317,68,20,19,1,108,0,light pink
87413385,2020,76,687572,59,47,33,67,206,0,light pink
87415018,2020,76,376579,144,104,41,3,292,0,light pink
87415604,2020,27,1049402,4,1,2,0,7,0,light pink
87415877,2020,27,332982,2,1,3,1,7,0,light pink
87415885,2020,78,200417,0,0,0,0,0,0,light pink
87415893,2020,78,278424,0,0,0,0,0,0,light pink
87444000,2020,14,1959000,1375,705,391,52,2523,0,light pink
87444067,2020,14,312198,164,30,36,2,232,0,light pink
87444265,2020,14,662324,264,149,134,33,580,0,light pink
87444372,2020,14,493350,369,188,437,87,1081,0,light pink
87444539,2020,61,175602,138,11,31,2,182,0,light pink
87444711,2020,61,232970,117,40,19,6,182,0,light pink
87444877,2020,50,318696,214,191,52,26,483,0,light pink
87446179,2020,31,209877,0,0,0,0,0,0,light pink
87447003,2020,50,128874,108,50,4,3,165,0,light pink
87447219,2020,14,95100,42,46,30,4,122,0,light pink
87447680,2020,50,183469,128,72,41,12,253,0,light pink
87471003,2020,35,7431788,5553,2108,2193,59,9913,0,light pink
87471300,2020,35,454586,513,223,74,10,820,0,light pink
87471508,2020,35,591362,137,28,8,0,173,0,light pink
87473009,2020,22,897060,548,291,303,6,1148,0,light pink
87473108,2020,22,348871,455,82,130,4,671,0,light pink
87473181,2020,22,76436,110,39,71,2,222,0,light pink
87473207,2020,22,516936,429,152,196,6,783,0,light pink
87473223,2020,22,157795,104,49,60,1,214,0,light pink
87474007,2020,29,1305129,563,387,357,17,1324,0,light pink
87474098,2020,29,745934,887,377,535,23,1822,0,light pink
87474155,2020,29,112547,58,17,32,0,107,0,light pink
87474239,2020,29,444597,285,85,77,6,453,0,light pink
87474338,2020,29,411383,383,225,177,8,793,0,light pink
87474635,2020,29,6737,0,0,0,0,0,0,light pink
87476002,2020,56,962917,508,384,295,30,1217,0,light pink
87476200,2020,56,623457,482,231,371,31,1115,0,light pink
