station_code,year,departement_code,total_passengers_over_the_year,simple_assistance,ramp_assistance,wheelchair_assistance,ramp_and_wheelchair_assistance,total_assistance,clusters,cluster
87474007,2017,29,1709736,809,658,140,2168,3775,0,light pink
87474098,2017,29,949964,1084,1073,222,3440,5819,0,light pink
87474155,2017,29,159285,58,74,11,182,325,0,light pink
87474239,2017,29,584995,253,175,53,635,1116,0,light pink
87474338,2017,29,580379,481,457,75,1354,2367,0,light pink
87474635,2017,29,42497,2,1,1,5,9,0,light pink
87476002,2017,56,1243102,996,705,104,2383,4188,0,light pink
87476200,2017,56,829917,514,814,133,2291,3752,0,light pink
87476317,2017,29,282545,30,22,5,126,183,0,light pink
87476606,2017,56,1443182,907,858,172,2585,4522,0,light pink
87478073,2017,35,404127,163,96,18,443,720,0,light pink
87478107,2017,35,1164343,716,898,154,2363,4131,0,light pink
87478164,2017,22,83213,41,12,3,98,154,0,light pink
87478404,2017,53,1318250,842,432,83,2047,3404,0,light pink
87481002,2017,44,11877861,7091,5309,1116,20670,34186,3,dark purple
87481192,2017,44,962972,230,69,11,492,802,0,light pink
87481226,2017,44,170164,28,12,3,152,195,0,light pink
87481283,2017,44,103013,69,24,7,215,315,0,light pink
87481390,2017,85,158081,60,40,9,157,266,0,light pink
87481705,2017,44,926785,533,407,97,1483,2520,0,light pink
87481754,2017,44,456863,445,836,144,1762,3187,0,light pink
87481788,2017,44,113864,401,263,40,762,1466,0,light pink
87481838,2017,44,514203,130,33,11,236,410,0,light pink
87484006,2017,49,5647027,3098,2222,432,9489,15241,0,light pink
87484303,2017,49,541162,305,185,38,933,1461,0,light pink
87485003,2017,17,2068356,1358,1188,278,3875,6699,0,light pink
87485144,2017,17,441775,188,103,20,522,833,0,light pink
87485300,2017,79,1255491,523,486,121,1966,3096,0,light pink
87486019,2017,85,900931,418,294,60,1316,2088,0,light pink
87486258,2017,85,61294,33,25,14,141,213,0,light pink
87486449,2017,85,413973,263,291,42,935,1531,0,light pink
87486571,2017,85,105626,116,82,19,385,602,0,light pink
87487009,2017,79,49652,27,14,2,57,100,0,light pink
87487249,2017,79,26896,3,4,1,16,24,0,light pink
87487603,2017,49,705455,271,166,25,785,1247,0,light pink
87491001,2017,17,521848,514,297,101,1610,2522,0,light pink
87491449,2017,16,150883,39,41,6,232,318,0,light pink
87491803,2017,17,223983,108,170,22,735,1035,0,light pink
87492108,2017,94,2578806,0,0,0,0,0,0,light pink
87540179,2017,91,343508,0,0,0,0,0,0,light pink
87543009,2017,45,3680857,1008,595,227,3069,4899,0,light pink
87543017,2017,45,1666961,509,255,76,1670,2510,0,light pink
87543074,2017,28,101462,13,14,4,37,68,0,light pink
87543090,2017,91,170954,1,0,0,0,1,0,light pink
87543116,2017,45,72935,0,0,0,4,4,0,light pink
87543124,2017,45,146434,1,0,2,2,5,0,light pink
87543140,2017,41,187384,12,12,24,51,99,0,light pink
87543165,2017,41,200632,11,14,3,98,126,0,light pink
87543181,2017,75,3484634,0,0,0,0,0,0,light pink
87543207,2017,75,1836151,0,0,0,0,0,0,light pink
87545137,2017,91,3057162,3,0,0,0,3,0,light pink
87545145,2017,91,746860,0,0,0,0,0,0,light pink
87545178,2017,91,1470879,0,0,0,0,0,0,light pink
87545186,2017,91,1389667,0,0,0,0,0,0,light pink
87545194,2017,91,6638324,2,0,0,0,2,0,light pink
87545202,2017,91,3427512,1,0,0,0,1,0,light pink
87545210,2017,91,4118094,0,0,0,0,0,0,light pink
87545228,2017,91,2860910,0,0,0,0,0,0,light pink
87545236,2017,91,7998447,0,0,0,0,0,0,light pink
87545244,2017,91,42199755,0,0,0,0,0,3,dark purple
87545251,2017,91,1687816,0,0,0,0,0,0,light pink
87545269,2017,94,1471462,0,0,0,0,0,0,light pink
87545277,2017,94,1635284,0,0,0,0,0,0,light pink
87545285,2017,94,14029876,0,0,0,0,0,3,dark purple
87545293,2017,94,4695475,0,0,0,0,0,0,light pink
87545301,2017,94,5034584,0,0,0,0,0,0,light pink
87545467,2017,91,1714359,0,0,0,0,0,0,light pink
87545491,2017,91,665433,0,0,0,0,0,0,light pink
87545509,2017,91,629270,0,0,0,0,0,0,light pink
87545525,2017,91,917332,0,0,0,0,0,0,light pink
87545657,2017,28,31784,1,0,1,2,4,0,light pink
87545707,2017,28,33236,0,0,0,2,2,0,light pink
87545731,2017,28,37827,2,1,0,3,6,0,light pink
87545756,2017,28,100024,26,12,0,53,91,0,light pink
87546192,2017,94,770494,0,0,0,0,0,0,light pink
87546200,2017,94,1846200,0,0,0,0,0,0,light pink
87546226,2017,94,1318722,0,0,0,0,0,0,light pink
87547000,2017,75,23212805,2351,3121,896,9631,15999,3,dark purple
87547307,2017,75,5213150,0,0,0,0,0,0,light pink
87547315,2017,75,30766769,2,0,0,0,2,3,dark purple
87571000,2017,37,4876333,3145,1356,310,7104,11915,0,light pink
87571216,2017,41,434632,178,133,39,481,831,0,light pink
87571240,2017,37,3697167,3591,2435,712,11129,17867,0,light pink
87571471,2017,37,214429,19,3,3,31,56,0,light pink
87571687,2017,37,125882,907,234,5,981,2127,0,light pink
87571794,2017,37,112723,8,3,0,18,29,0,light pink
87571828,2017,37,206711,18,8,4,80,110,0,light pink
87571885,2017,37,58228,0,0,0,1,1,0,light pink
87574004,2017,41,1576606,440,208,92,1197,1937,0,light pink
87574137,2017,45,290582,24,5,1,38,68,0,light pink
87574160,2017,45,342444,4,6,1,38,49,0,light pink
87574194,2017,41,218668,12,8,0,64,84,0,light pink
87574319,2017,41,230640,3,5,0,15,23,0,light pink
87574343,2017,37,560417,135,44,15,500,694,0,light pink
87574475,2017,37,139181,1,3,0,5,9,0,light pink
87574558,2017,41,61995,13,7,4,45,69,0,light pink
87574665,2017,37,57896,2,0,0,4,6,0,light pink
87574855,2017,41,84078,5,0,2,42,49,0,light pink
87574897,2017,41,85083,47,34,4,101,186,0,light pink
87575001,2017,86,3189495,2045,1720,371,6788,10924,0,light pink
87575050,2017,37,91678,2,1,0,2,5,0,light pink
87575076,2017,37,38060,6,0,0,9,15,0,light pink
87575142,2017,86,519242,249,232,48,820,1349,0,light pink
87576009,2017,18,865479,654,378,79,2148,3259,0,light pink
87576116,2017,18,51129,0,0,0,6,6,0,light pink
87576207,2017,18,915112,508,292,80,1536,2416,0,light pink
